Title,company,location,job_type,work_mode,Experience_level,Experience_year,categories,department,skills
Marketing Specialist,Atlas Copco,"Riyadh, Saudi Arabia",Full Time,,Not specified,Marketing/PR/Advertising,Marketing/PR/Advertising,Media/Journalism/Publishing,"['Marketing', 'Social Media', 'E-marketing', 'Digital Marketing', 'Media', 'Market Research', 'SEO']"
Graduate Geologist- UAE National,Fugro,"Dubai, United Arab Emirates",Full Time,,Entry Level,Administration,Administration,IT/Software Development,"['customer service', 'customer support', 'call center', 'computer skills', 'travel']"
"Analyst III, Economic Business Support Job",TASNEE,"Riyadh, Saudi Arabia",Full Time,,Entry Level,IT/Software Development,IT/Software Development,Engineering - Telecom/Technology,"['information technology (it)', 'computer science', 'finance', 'software development', 'analysis', 'accounting', 'engineering']"
Quality Assurance Automation Engineer,TestCrew | Quality Engineering & Software Testing,"Riyadh, Saudi Arabia",Full Time,,Entry Level,IT/Software Development,IT/Software Development,Engineering - Telecom/Technology,"['Quality Assurance', 'Computer Science', 'Quality Control', 'Information Technology (IT)', 'Software Testing', 'Testing', 'Engineering']"
"Healthineers Graduates Program (Bio-Medical Engineering), Saudi Arabia",Siemens Healthineers,"Tabuk, Saudi Arabia",Full Time,,Not specified,Accounting/Finance,Accounting/Finance,Engineering - Telecom/Technology,"['Engineering', 'Information Technology (IT)', 'Adobe Photoshop', 'Business Administration', 'Computer Science', 'Electrical Engineering', 'Microsoft Office']"
SAP ERP Architect,G42,"Dubai, United Arab Emirates",Full Time,,Experienced,IT/Software Development,IT/Software Development,Engineering - Telecom/Technology,"['ERP', 'SAP', 'Information Technology (IT)', 'Computer Science', 'Architect', 'Oracle', 'SQL Queries']"
Refund Lead Auditor,"Zakat, Tax and Customs Authority","Riyadh, Saudi Arabia",Freelance / Project,,Experienced,Accounting/Finance,Accounting/Finance,Quality,"['accounting', 'finance', 'financial analysis', 'financial management', 'management', 'operations', 'financial']"
Finance Manager,Mezzan Foods,"Dubai, United Arab Emirates",Full Time,,Experienced,Accounting/Finance,Accounting/Finance,Operations/Management,"['Finance', 'Accounting', 'Financial Management', 'Financial Analysis', 'Microsoft Office', 'Commerce', 'Microsoft Excel']"
Engineering Planning Specialist,Dallah Hospital,"Riyadh, Saudi Arabia",Full Time,,Entry Level,Engineering - Construction/Civil/Architecture,Engineering - Construction/Civil/Architecture,Engineering - Mechanical/Electrical,"['Planning', 'Engineering', 'Civil Engineering', 'Primavera', 'Project Management', 'Construction', 'Production']"
"Senior Engineer, Integrity (MOC - Integrity Team - Das)",ADNOC Group,"Dubai, United Arab Emirates",Full Time,,Experienced,IT/Software Development,IT/Software Development,Engineering - Mechanical/Electrical,"['Engineering', 'Information Technology (IT)', 'Computer Science', 'Software Engineering', 'Software Development', 'Computer Engineering', 'Mechanical Engineering']"
"Title
            
                
                    Clinical Psychologist",Ayadi Home Health Care LLC,"Dubai, United Arab Emirates",Full Time,,Experienced,Medical/Healthcare,Medical/Healthcare,Psychology,"['MSF', 'Trauma', 'Medicine', 'Mental Care', 'Medical', 'HealthCare', 'Mental Heath Group']"
Vice President - Internal Audit (CPX),CPX,"Dubai, United Arab Emirates",Full Time,,Senior Management,Accounting/Finance,Accounting/Finance,Operations/Management,"['Admin', 'Administration', 'Microsoft Office', 'Office Management', 'Business Administration', 'Computer Skills', 'MS Office']"
Senior Network Engineer,Dicetek LLC,"Dubai, United Arab Emirates",Freelance / Project,,Experienced,IT/Software Development,IT/Software Development,Engineering - Mechanical/Electrical,"['Engineering', 'Information Technology (IT)', 'Computer Science', 'Software Engineering', 'Software Development', 'Computer Engineering', 'Electrical Engineering']"
Manager NRI and International Operations Oversight and Business Performance,HSBC,"Dubai, United Arab Emirates",Full Time,,Experienced,Accounting/Finance,Accounting/Finance,Operations/Management,"['microsoft office', 'information technology (it)', 'finance', 'accounting', 'operations', 'management', 'quality']"
"Director, Product Management",Mastercard,"Dubai, United Arab Emirates",Full Time,,Manager,IT/Software Development,IT/Software Development,Project/Program Management,"['Product Management', 'Marketing', 'Sales', 'Information Technology (IT)', 'Management', 'Computer Science', 'Business Development']"
Sea & Air Cargo Specialist,Glow Beauty on Demand,"Dubai, United Arab Emirates",Full Time,,Entry Level,Logistics/Supply Chain,Logistics/Supply Chain,Sales/Retail,"['Logistics', 'Supply Chain', 'Microsoft Office', 'Operations', 'Freight Forwarding', 'Computer Skills', 'Sales']"
Senior Marketing Specialist,Julius Baer,"Dubai, United Arab Emirates",Full Time,,Experienced,Human Resources,Human Resources,Media/Journalism/Publishing,"['Marketing', 'Social Media', 'E-marketing', 'Digital Marketing', 'Media', 'Market Research', 'SEO']"
Events Planning Executive,Marriott International,"Dubai, United Arab Emirates",Full Time,,Experienced,Marketing/PR/Advertising,Marketing/PR/Advertising,Media/Journalism/Publishing,"['Marketing', 'Events', 'Sales', 'Sales Skills', 'Communication Skills', 'Logistics', 'Planning']"
Demand Manager,Etihad,"Dubai, United Arab Emirates",Full Time,,Experienced,Logistics/Supply Chain,Logistics/Supply Chain,Analyst/Research,"['Supply Chain', 'Inventory Management', 'Demand', 'Manufacturing', 'Production', 'Demand Planning', 'Capacity Planning']"
Account Management Professional - Non-Fashion,Trendyol Group,"Riyadh, Saudi Arabia",Full Time,,Experienced,Customer Service/Support,Customer Service/Support,Sales/Retail,"['Sales', 'Sales Skills', 'Customer Service', 'Sales Target', 'Customer Support', 'Customer Care', 'Account Management']"
Office Manager,Linesight,"Dubai, United Arab Emirates",Full Time,,Experienced,Accounting/Finance,Accounting/Finance,Operations/Management,"['Microsoft Office', 'Administration', 'Office Management', 'Secretary', 'Admin', 'Accounting', 'Finance']"
Full Stack Developer - Microservices Architecture,Golden Legand Leasing and Finance Ltd.,"Dubai, United Arab Emirates",Full Time,,Entry Level,Creative/Design/Art,Creative/Design/Art,Engineering - Telecom/Technology,"['Information Technology (IT)', 'Computer Science', 'Software Development', 'javaScript', 'CSS', 'Full Stack', 'HTML']"
Resort Director of Sales,Accor,"Riyadh, Saudi Arabia",Full Time,,Manager,Operations/Management,Operations/Management,Sales/Retail,"['Sales', 'Sales Skills', 'Sales Target', 'Management', 'Communication Skills', 'Marketing', 'Real Estate']"
Resort Director of Sales & Marketing,Accor,"Riyadh, Saudi Arabia",Full Time,,Manager,Operations/Management,Operations/Management,Sales/Retail,"['Sales', 'Sales Skills', 'Sales Target', 'Management', 'Communication Skills', 'Marketing', 'Real Estate']"
Integration Solution Analyst,ASMO,"Riyadh, Saudi Arabia",Full Time,,Experienced,IT/Software Development,IT/Software Development,Engineering - Telecom/Technology,"['Information Technology (IT)', 'Computer Science', 'Engineering', 'Computer Engineering', 'Java', 'XML', 'Integration']"
Accountant,JD.COM,"Dubai, United Arab Emirates",Full Time,,Experienced,Accounting/Finance,Accounting/Finance,Banking,"['Accounting', 'Finance', 'Financial Analysis', 'Financial Management', 'Microsoft Office', 'Commerce', 'Microsoft Excel']"
Event Manager,Bitget,"Dubai, United Arab Emirates",Full Time,,Experienced,Administration,Administration,Media/Journalism/Publishing,"['Marketing', 'Event Management', 'Events', 'Market Research', 'Social Media', 'Public Relations (PR)', 'E-marketing']"
Recruitment Officer,Keolis.MHI,"Dubai, United Arab Emirates",Full Time,,Entry Level,Administration,Administration,Human Resources (HR),"['Recruitment', 'Interviewing', 'Microsoft Office', 'Personnel', 'Screening', 'Business Administration', 'HR']"
Senior Logistics Manager,Parsons Corporation,"Riyadh, Saudi Arabia",Full Time,,Experienced,IT/Software Development,IT/Software Development,Sales/Retail,"['Sales', 'Sales Skills', 'Logistics', 'Customer Service', 'Supply Chain', 'Project Management', 'Microsoft Office']"
Digital Marketing Specialist - 0098 - Dubai,Bionic Talent,"Dubai, United Arab Emirates",Freelance / Project,,Entry Level,Marketing/PR/Advertising,Marketing/PR/Advertising,Media/Journalism/Publishing,"['Marketing', 'Social Media', 'Digital Marketing', 'E-marketing', 'Media', 'SEO', 'Market Research']"
IT - Tamheer Programme,Azad Properties,"Makkah, Saudi Arabia",Full Time,,Experienced,Installation/Maintenance/Repair,Installation/Maintenance/Repair,Engineering - Telecom/Technology,"['Information Technology (IT)', 'Computer Science', 'Software Development', 'Engineering', 'Software Engineering', 'Computer Engineering', 'javaScript']"
Inside Sales Representative,Veeam Software,"Riyadh, Saudi Arabia",Full Time,,Entry Level,Customer Service/Support,Customer Service/Support,Sales/Retail,"['Sales', 'Sales Skills', 'Sales Target', 'Customer Service', 'Customer Support', 'Customer Care', 'Outdoor Sales']"
Operational Risk Specialist,Wio Bank,"Dubai, United Arab Emirates",Full Time,,Experienced,Customer Service/Support,Customer Service/Support,Operations/Management,"['Operations', 'Customer Service', 'Logistics', 'Customer Support', 'Customer Care', 'Microsoft Office', 'Administration']"
Digital Media Buyer,M42 Health,"Dubai, United Arab Emirates",Full Time,,Experienced,Creative/Design/Art,Creative/Design/Art,Media/Journalism/Publishing,"['Marketing', 'Social Media', 'Media', 'Digital Marketing', 'E-marketing', 'SEO', 'Digital Media']"
assistant restaurant manager-Saudi only,Accor,"Riyadh, Saudi Arabia",Full Time,,Experienced,Administration,Administration,Operations/Management,"['Restaurant', 'Administration', 'Hospitality', 'Management', 'Food', 'Customer Service', 'Microsoft Office']"
Assistant maintenance manager,Accor,"Riyadh, Saudi Arabia",Full Time,,Experienced,Administration,Administration,Engineering - Mechanical/Electrical,"['Administration', 'Maintenance', 'Microsoft Office', 'Engineering', 'Mechanical Engineering', 'Office Management', 'Secretary']"
Accountant | Dubai,Moove,"Dubai, United Arab Emirates",Full Time,,Experienced,Accounting/Finance,Accounting/Finance,finance,"['microsoft office', 'banking']"
Junior Graphic Designer,VML,"Riyadh, Saudi Arabia",Full Time,,Entry Level,Creative/Design/Art,Creative/Design/Art,Media/Journalism/Publishing,"['Graphic Design', 'Adobe Photoshop', 'Adobe Illustrator', 'Design', 'Adobe Indesign', 'Social Media', 'Marketing']"
Growth Manager (MENA) Arabic Speaker,OKX,"Dubai, United Arab Emirates",Full Time,,Experienced,Operations/Management,Operations/Management,Media/Journalism/Publishing,"['Marketing', 'Social Media', 'SEO', 'Digital Marketing', 'SEM', 'Growth', 'Management']"
Presales Consultant (m/f/d) - Dubai,Thinkproject,"Dubai, United Arab Emirates",Full Time,,Experienced,IT/Software Development,IT/Software Development,Engineering - Telecom/Technology,"['Sales', 'Information Technology (IT)', 'Presales', 'Sales Skills', 'Computer Science', 'ERP', 'Software Engineering']"
Refund Auditor,"Zakat, Tax and Customs Authority","Riyadh, Saudi Arabia",Freelance / Project,,Experienced,Accounting/Finance,Accounting/Finance,accounting,"['finance', 'microsoft office', 'commerce', 'business administration', 'tax']"
Patient Representative,NMC Healthcare,"Dubai, United Arab Emirates",Full Time,,Entry Level,Customer Service/Support,Customer Service/Support,Sales/Retail,"['sales', 'sales skills', 'customer service', 'customer support', 'medical', 'healthcare', 'management']"
Retail Product Manager,Etihad,"Dubai, United Arab Emirates",Full Time,,Experienced,Operations/Management,Operations/Management,Sales/Retail,"['Sales', 'Retail', 'Sales Skills', 'Marketing', 'Product Management', 'Management', 'Sales Target']"
Director- Financial Planning & Analysis,Robert Walters,"Dubai, United Arab Emirates",Full Time,,Manager,Accounting/Finance,Accounting/Finance,Analyst/Research,"['Finance', 'Accounting', 'Financial Analysis', 'Financial Management', 'Planning', 'Commerce', 'FMCG']"
Procurement Manager,Agile Consultants,"Dubai, United Arab Emirates",Full Time,,Experienced,Logistics/Supply Chain,Logistics/Supply Chain,Purchasing/Procurement,"['Procurement', 'Purchasing', 'Supply Chain', 'Logistics', 'Management', 'Engineering', 'Business Administration']"
Senior Leasing Advisor (Commercial),Agile Consultants,"Dubai, United Arab Emirates",Full Time,,Experienced,Business Development,Business Development,Sales/Retail,"['Sales', 'Sales Skills', 'Real Estate', 'Sales Target', 'Customer Service', 'Customer Care', 'Property Sales']"
Buyer Manager,RX Global,"Riyadh, Saudi Arabia",Full Time,,Experienced,Logistics/Supply Chain,Logistics/Supply Chain,Media/Journalism/Publishing,"['Marketing', 'Social Media', 'Media', 'Digital Media', 'Advertising', 'Digital Marketing', 'Media Buyer']"
Procurement Specialist,Glow Beauty on Demand,"Riyadh, Saudi Arabia",Full Time,,Entry Level,Administration,Administration,Purchasing/Procurement,"['Procurement', 'Purchasing', 'Supply Chain', 'Logistics', 'Microsoft Office', 'Computer Skills', 'ERP']"
Influencer Campaign Executive,NAOS Solutions,"Riyadh, Saudi Arabia",Full Time,,Experienced,Marketing/PR/Advertising,Marketing/PR/Advertising,Media/Journalism/Publishing,"['marketing', 'social media', 'e-marketing', 'media', 'marketing campaigns', 'english', 'communication skills']"
Manager - CSR & Sustainability,Apparel Group,"Riyadh, Saudi Arabia",Full Time,,Experienced,Administration,Administration,Sales/Retail,"['Microsoft Office', 'Sales', 'Administration', 'Management', 'Sales Skills', 'Office Management', 'Customer Service']"
"Senior Analyst, Treasury",Olayan Saudi Holding Company,"Riyadh, Saudi Arabia",Full Time,,Experienced,Accounting/Finance,Accounting/Finance,Analyst/Research,"['Information Technology (IT)', 'Computer Science', 'Analysis', 'Business Analysis', 'Finance', 'Accounting', 'Financial Analysis']"
Mass and Energy Accounting (Balance) Engineer,Tecnicas Reunidas,"Riyadh, Saudi Arabia",Full Time,,Entry Level,Accounting/Finance,Accounting/Finance,Engineering - Telecom/Technology,"['accounting', 'finance', 'microsoft office', 'commerce', 'engineering', 'analysis', 'management']"
QA Engineer – Oracle Fusion,Dicetek LLC,"Dubai, United Arab Emirates",Freelance / Project,,Entry Level,IT/Software Development,IT/Software Development,Engineering - Mechanical/Electrical,"['information technology (it)', 'computer science', 'oracle', 'computer engineering', 'project management', 'aws', 'engineering']"
"Director, Procurement Operations (841)",Team Saudi,"Riyadh, Saudi Arabia",Full Time,,Manager,Operations/Management,Operations/Management,Pharmaceutical,"['Operations', 'Management', 'Marketing', 'Sales', 'Computer Skills', 'Engineering', 'Pharmacy']"
Accounts Payable Executive,The First Group Hospitality,"Dubai, United Arab Emirates",Full Time,,Experienced,Customer Service/Support,Customer Service/Support,Sales/Retail,"['Sales', 'Customer Service', 'Sales Skills', 'Customer Care', 'Customer Support', 'Sales Target', 'Marketing']"
"Managing Director, Center of Excellence in Military Health Research",Glow Beauty on Demand,"Riyadh, Saudi Arabia",Full Time,,Senior Management,IT/Software Development,IT/Software Development,Engineering - Telecom/Technology,"['sales', 'engineering', 'marketing', 'information technology (it)', 'management', 'medical', 'operations']"
Legal Counsel,Greenfix Property Care,"Riyadh, Saudi Arabia",Full Time,,Experienced,Administration,Administration,Legal,"['Law', 'Microsoft Office', 'Commercial Law', 'Jurisdiction', 'Lawyer', 'Legal Skills', 'Administration']"
Supply Chain & Purchasing manager,Cow Gifts,"New Cairo, Cairo, Egypt",Full Time,On-site,Manager,8 - 15 Yrs of Exp,Logistics/Supply Chain,Purchasing/Procurement,"['Purchasing', 'Supply Chain', 'Logistics', 'Sales', 'Sales Target', 'Sales Skills', 'Communication Skills', 'Procurement']"
Income - Finance Executive,The First Group Hospitality,"Dubai, United Arab Emirates",Full Time,,Experienced,Accounting/Finance,Accounting/Finance,Tourism/Travel,"['Accounting', 'Finance', 'Financial Analysis', 'Financial Management', 'Income Statement', 'Tourism', 'Microsoft Office']"
Customs Compliance Manager,JD.COM,"Riyadh, Saudi Arabia",Full Time,,Experienced,Accounting/Finance,Accounting/Finance,Operations/Management,"['Customer Service', 'Customer Care', 'Customer Support', 'Management', 'Call Center', 'Operations', 'Sales']"
